"Ticker";"Name";"Type";"Amount";"Value in USD";"Value in BTC";"% of total";"Price in BTC";"Price in USD";"Trend 1h in %";"Trend 24h in %";"Trend 7d in %";"Trend 30d in %"
"N-4NT5T";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT5V";"";"Other";"-2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT61";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT63";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT65";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT67";"";"Other";"9.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT68";"";"Other";"31.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT69";"";"Other";"24.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT6A";"";"Other";"17.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT6B";"";"Other";"57532.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT6C";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT6D";"";"Other";"32745.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT6E";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT6F";"";"Other";"83034642.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NVNE";"";"Other";"6.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OB75";"";"Other";"31.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIE4";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIE5";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIE6";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIE7";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIE8";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIE9";"";"Other";"33524.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIEA";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIEB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIEC";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIED";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIEE";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OIIS";"";"Other";"86034156.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OMIL";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OMIQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OMIT";"";"Other";"27.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OMIV";"";"Other";"19.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OMJ2";"";"Other";"32186.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4OMJ4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4PBID";"";"Other";"34731.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4POHH";"";"Other";"85018140.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4VSCI";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-50KKK";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-50SA7";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-56P2U";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-56P2V";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-56P30";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-56P31";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-56SIF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-573VV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-57F24";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-59AUS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5LBFU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5MF36";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5MN3D";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5PIM5";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5UOAT";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5UOB1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-5UOBE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-61T2F";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-61T2U";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-61T3J";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-61U0J";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-638NS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-65K9K";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-65K9M";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-65MBV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-66S9F";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6OPAC";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6OPPA";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6ORBP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6QM6S";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6QM8Q";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6QM8T";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6TJU7";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6TJUJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6TJV1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-6UT9T";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-738A9";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-738BL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-738BQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-73QJ9";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-74NQI";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-75ACJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7HOCM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7K34S";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7K4GC";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7K4GG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7MMRM";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7NOQH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OJJ6";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OJOJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OJP7";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OJQS";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OJRC";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKDG";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKG5";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKLH";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKM9";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKN7";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKN9";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKNA";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKNB";"";"Other";"4.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKNC";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKNE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKNG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKNN";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKO8";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKOF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKOH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKOO";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OKOQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OL89";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OLB2";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OLPP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OLT3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OLV0";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OMM4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7ON5M";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7ONBV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OND9";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7ONTF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OP4J";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7ORGB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7ORMH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OUV3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OV29";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OVF2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OVSF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OVSH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7OVTS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P00L";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P2NI";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P2NK";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P2NM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P31M";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P48T";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P4F6";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P5VP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P8FE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P8TG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7P992";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PBFL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PCF0";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PCTG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PCTM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PDOB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEK1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEK2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEK3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEK4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEK5";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEK6";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKA";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKC";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEKH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEMJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEMN";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEMS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEMU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEN1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEN4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PEN7";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PENB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PGET";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PH0N";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PH0T";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PH98";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PHEF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PHRM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7PMQ8";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7Q4N9";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7Q4Q0";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7Q4Q1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7Q6RU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7Q86E";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7Q8N3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QA22";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QAPA";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QE2T";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QEFP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QG46";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QHKE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QI18";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QM3A";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QP8F";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QSOQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QUH7";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7QV4D";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7R6V6";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7R72Q";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RATG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RBEV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RDTM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RESJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RG36";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RG3B";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RIBO";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RIG3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RIGA";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RJHG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RLBS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RMQD";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RNLG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7RUEF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7S0Q8";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7S5K2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGQS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGQU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGR2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGRA";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGRB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGRK";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGRR";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGRT";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGSJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGSM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SGSO";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SJIL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SR5K";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7SU6S";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7T4Q0";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7T7G1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7T852";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7TBO1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
