"Ticker";"Name";"Type";"Amount";"Value in USD";"Value in BTC";"% of total";"Price in BTC";"Price in USD";"Trend 1h in %";"Trend 24h in %";"Trend 7d in %";"Trend 30d in %"
"AION";"Aion";"Coin";"6576.34000000";"3.43";"0.00003124";"0.00";"0.000000004750";"0.00052166";"0.00";"-0.17";"-0.22";"-0.06"
"ID";"Everest";"Coin";"289.34706029";"3.29";"0.00002997";"0.00";"0.000000103572";"0.01137453";"0.00";"-23.35";"-15.62";"-17.55"
"SIGT";"Signatum";"Coin";"8776.00000000";"3.28";"0.00002986";"0.00";"0.000000003402";"0.00037362";"0.45";"8.53";"28.26";"-0.03"
"BTG";"Bitcoin Gold";"Coin";"2.39855678";"2.42";"0.00002208";"0.00";"0.000009205765";"1.01099985";"49.22";"78.82";"101.86";"61.00"
"MIR2";"Mirror Protocol";"Coin";"187.60000000";"2.25";"0.00002046";"0.00";"0.000000109087";"0.01198020";"2.26";"-4.16";"2.88";"-11.93"
"BITTY";"The Bitcoin Mascot";"Coin";"141.37515718";"2.19";"0.00001990";"0.00";"0.000000140755";"0.01545806";"-0.98";"14.66";"1103.62";"9999.99"
"TREE";"Treehouse";"Coin";"7.48657716";"2.18";"0.00001983";"0.00";"0.000002648192";"0.29083099";"-5.23";"-5.15";"-10.21";"-80.95"
"CHERRY";"cherry";"Coin";"12.61926747";"2.17";"0.00001972";"0.00";"0.000001562942";"0.17164615";"0.27";"6.18";"-16.00";"-0.03"
"PIP";"PipCoin";"Coin";"2.97000000";"2.02";"0.00001838";"0.00";"0.000006190000";"0.67980109";"-0.37";"-3.21";"-2.79";"-8.04"
"ONX";"Onix";"Coin";"2000.00000000";"1.97";"0.00001792";"0.00";"0.000000008958";"0.00098379";"0.00";"0.00";"0.00";"-0.02"
"MOMO";"Momo Protocol";"Coin";"7234.00000000";"1.96";"0.00001781";"0.00";"0.000000002462";"0.00027038";"0.00";"0.00";"-0.29";"-0.04"
"ELONGATE";"ELONGATE";"Coin";"1701921610.65124300";"1.87";"0.00001702";"0.00";"0";"0.00000000";"0.00";"0.00";"-0.29";"0.00"
"NATO";"The Nation Token";"Coin";"740000.00000000";"1.67";"0.00001518";"0.00";"0.000000000021";"0.00000231";"0.67";"-2.40";"-2.06";"-4.17"
"AC2";"ACoconut";"Coin";"88.00000000";"1.59";"0.00001443";"0.00";"0.000000164012";"0.01801220";"0.00";"0.00";"-24.17";"-0.03"
"MELANIA2";"Official Melania Meme";"Coin";"7.32931900";"1.49";"0.00001357";"0.00";"0.000001852004";"0.20339165";"-1.53";"7.91";"-3.68";"-16.35"
"NEWT";"Newton Protocol";"Coin";"3.90055081";"1.09";"0.00000989";"0.00";"0.000002535127";"0.27841391";"-0.96";"-2.85";"-9.22";"-33.61"
"AMB";"Ambrosus";"Coin";"10331.00000000";"1.05";"0.00000955";"0.00";"0.000000000924";"0.00010148";"-0.20";"-3.15";"-5.14";"-15.06"
"KLY";"Klayr";"Coin";"451.29400000";"1.03";"0.00000937";"0.00";"0.000000020771";"0.00228112";"0.00";"0.00";"137.30";"-42.50"
"TAOCAT";"TAOCat by Virtuals  Masa";"Coin";"1331.69978000";"0.93";"0.00000843";"0.00";"0.000000006334";"0.00069562";"-0.33";"-3.24";"-7.70";"-33.13"
"ALT";"Alitas";"Coin";"25.00000000";"0.81";"0.00000740";"0.00";"0.000000295923";"0.03249899";"-0.03";"-5.94";"-4.37";"-20.38"
"LMWR";"LimeWire";"Coin";"9.00240000";"0.76";"0.00000695";"0.00";"0.000000771576";"0.08473638";"-0.33";"-3.60";"-5.94";"-14.53"
"GARI";"Gari Network";"Coin";"107.98330562";"0.68";"0.00000618";"0.00";"0.000000057228";"0.00628492";"-0.11";"-14.85";"-5.90";"219.95"
"MONKY";"Wise Monkey";"Coin";"804828.00000000";"0.62";"0.00000569";"0.00";"0.000000000007";"0.00000077";"-0.03";"-1.88";"-5.11";"-11.11"
"RON4";"Ronin";"Coin";"1.02055317";"0.53";"0.00000479";"0.00";"0.000004696130";"0.51574060";"-0.02";"-3.33";"-4.28";"-9.67"
"BUC";"Beau Cat";"Coin";"1.00000000";"0.50";"0.00000456";"0.00";"0.000004558149";"0.50058718";"0.00";"0.00";"92.31";"-0.03"
"CATGOLD";"Cat Gold Miner";"Coin";"5712.27083212";"0.46";"0.00000416";"0.00";"0.000000000728";"0.00007995";"-0.12";"-3.63";"-2.31";"0.25"
"4BELT";"";"ICO";"0.44561718";"0.45";"0.00000405";"0.00";"0.000009099668";"0.99934802";"0.00";"0.00";"0.00";"0.00"
"DOPE";"DopeCoin";"Coin";"45.92224502";"0.43";"0.00000392";"0.00";"0.000000085380";"0.00937664";"0.00";"0.00";"0.06";"-0.03"
"CALO";"Calo";"Coin";"721.67641968";"0.32";"0.00000292";"0.00";"0.000000004040";"0.00044368";"0.00";"0.00";"-17.25";"-17.29"
"MAXI";"Maximus";"Coin";"33.00000000";"0.31";"0.00000282";"0.00";"0.000000085459";"0.00938532";"0.00";"0.00";"0.00";"-0.03"
"A";"Alpha Token";"Coin";"560.38138548";"0.30";"0.00000270";"0.00";"0.000000004824";"0.00052978";"0.00";"0.00";"6.55";"-0.02"
"QI";"QiSwap";"Coin";"241.33429004";"0.23";"0.00000206";"0.00";"0.000000008545";"0.00093843";"-0.10";"-4.35";"-7.13";"-38.92"
"WORLD";"World Token";"Coin";"100.00000000";"0.20";"0.00000178";"0.00";"0.000000017806";"0.00195550";"0.00";"0.00";"0.56";"-0.03"
"WAVES";"Waves";"Coin";"0.15562000";"0.18";"0.00000166";"0.00";"0.000010693590";"1.17439647";"-0.07";"-1.61";"-15.80";"2.66"
"LA";"LATOKEN";"Coin";"8.68506605";"0.14";"0.00000125";"0.00";"0.000000144107";"0.01582619";"-0.02";"-0.29";"10.68";"-14.09"
"VRT";"Venus Reward Token";"Coin";"7224.64822548";"0.13";"0.00000119";"0.00";"0.000000000164";"0.00001801";"-4.53";"-16.09";"-30.78";"-5.56"
"META";"Metadium";"Coin";"5.62014493";"0.12";"0.00000105";"0.00";"0.000000186873";"0.02052285";"0.76";"0.90";"0.18";"-14.58"
"PRIME";"Primechain";"Coin";"19.79296146";"0.11";"0.00000099";"0.00";"0.000000050000";"0.00549112";"-0.37";"-3.21";"-2.79";"-8.04"
"OOKI";"Ooki Protocol";"Coin";"81059.90000000";"0.08";"0.00000074";"0.00";"0.000000000009";"0.00000099";"0.00";"0.00";"0.00";"0.00"
"STATOM";"Stride Staked ATOM";"Coin";"0.01038200";"0.08";"0.00000069";"0.00";"0.000066805192";"7.33671119";"0.26";"-1.52";"0.75";"-6.73"
"KIN";"Kin";"Coin";"65407.50801000";"0.07";"0.00000068";"0.00";"0.000000000010";"0.00000110";"-0.79";"-5.94";"-14.53";"-21.43"
"BZN";"Benzene";"Coin";"1.00000000";"0.07";"0.00000062";"0.00";"0.000000619717";"0.06805885";"-0.37";"-5.94";"-13.58";"-14.19"
"INTR";"Interlay";"Coin";"24.11751353";"0.06";"0.00000050";"0.00";"0.000000020861";"0.00229101";"0.01";"-5.27";"-5.25";"-14.64"
"MEME";"Memetic  PepeCoin";"Coin";"15.62014493";"0.05";"0.00000047";"0.00";"0.000000030131";"0.00330906";"-0.13";"-8.65";"63.31";"71.08"
"LAYER";"UniLayer";"Coin";"3.56316737";"0.05";"0.00000046";"0.00";"0.000000129481";"0.01421992";"0.37";"-6.73";"-5.55";"-16.90"
"ID2";"SPACE ID";"Coin";"0.30903937";"0.05";"0.00000045";"0.00";"0.000001460399";"0.16038463";"-1.79";"0.40";"-1.29";"-18.85"
"NFT2";"APENFT";"Coin";"82647.56778300";"0.04";"0.00000035";"0.00";"0.000000000004";"0.00000044";"0.04";"-0.46";"-0.97";"0.00"
"SXCH";"SolarX";"Coin";"22.15395000";"0.04";"0.00000034";"0.00";"0.000000015532";"0.00170576";"-0.44";"2.06";"-4.85";"-39.25"
"NAS";"Nebulas";"Coin";"169.36000000";"0.03";"0.00000026";"0.00";"0.000000001550";"0.00017022";"-0.01";"6.29";"112.43";"69.83"
"NLUNA";"Nexus bLuna token share represen";"Coin";"51.82000000";"0.02";"0.00000022";"0.00";"0.000000004333";"0.00047586";"0.00";"0.00";"1.43";"-0.04"
"STINJ";"Stride Staked Injective";"Coin";"0.00099911";"0.02";"0.00000017";"0.00";"0.000172680000";"18.96414412";"-0.12";"-8.36";"-10.99";"-12.75"
"AIR";"AirCoin";"Coin";"3843208.00000000";"0.02";"0.00000015";"0.00";"0";"0.00000000";"0.00";"0.00";"1.33";"0.00"
"MARCO2";"MELEGA";"Coin";"6.58064799";"0.02";"0.00000015";"0.00";"0.000000023018";"0.00252789";"-0.36";"-2.90";"-4.53";"-38.89"
"SKYA";"Sekuya Multiverse";"Coin";"2.99900000";"0.01";"0.00000013";"0.00";"0.000000044010";"0.00483329";"0.58";"-5.53";"-4.51";"-14.62"
"WAL";"The Wasted Lands";"Coin";"164.91957000";"0.01";"0.00000013";"0.00";"0.000000000798";"0.00008764";"0.00";"0.00";"0.00";"0.00"
"STRD";"Stride";"Coin";"0.12411100";"0.01";"0.00000010";"0.00";"0.000000832965";"0.09147827";"-0.02";"-8.72";"-8.24";"-55.63"
"PSP2";"ParaSwap";"Coin";"0.43224436";"0.01";"0.00000009";"0.00";"0.000000210925";"0.02316430";"-0.07";"-10.09";"-3.16";"-5.20"
"IT";"IDCM Token";"Coin";"161.37515718";"0.01";"0.00000007";"0.00";"0.000000000421";"0.00004624";"0.00";"0.00";"-0.02";"0.00"
"NSBT";"Neutrino System Base Token";"Coin";"0.12632363";"0.01";"0.00000007";"0.00";"0.000000531673";"0.05838964";"0.00";"0.00";"2.11";"-0.03"
"STOSMO";"Stride Staked Osmo";"Coin";"0.03557200";"0.01";"0.00000007";"0.00";"0.000002060000";"0.22623429";"-0.37";"-6.83";"-0.37";"-16.55"
"SWOL";"Snowy Owl";"Coin";"1000.00000000";"0.01";"0.00000007";"0.00";"0.000000000073";"0.00000802";"0.35";"5176.96";"1779.03";"19.12"
"TST";"Touch Social";"Coin";"3.00000000";"0.01";"0.00000007";"0.00";"0.000000024363";"0.00267560";"0.00";"0.00";"0.00";"-0.03"
"ZKF";"ZKFair";"Coin";"241.03275000";"0.01";"0.00000007";"0.00";"0.000000000271";"0.00002976";"-0.34";"7.91";"7.45";"-4.65"
"ETF";"Entherfound";"Coin";"3.16630000";"0.01";"0.00000005";"0.00";"0.000000016363";"0.00179703";"0.00";"0.00";"-0.77";"-0.03"
"H2O";"IFOSwap Token";"Coin";"10.00000000";"0.00";"0.00000004";"0.00";"0.000000003746";"0.00041139";"0.00";"0.00";"0.00";"-0.02"
"XOLO3";"Xoloitzcuintli";"Coin";"1200.00000000";"0.00";"0.00000004";"0.00";"0.000000000034";"0.00000373";"0.71";"64.59";"202.27";"245.45"
"BLASTUP";"BlastUP";"Coin";"4.48815143";"0.00";"0.00000002";"0.00";"0.000000004997";"0.00054878";"0.00";"-3.39";"-3.43";"-18.67"
"BEE";"Bee Token";"Coin";"2.00000000";"0.00";"0.00000001";"0.00";"0.000000003785";"0.00041568";"0.76";"5.17";"9.44";"-0.02"
"BOSS";"Boss Token";"Coin";"250000.00000000";"0.00";"0.00000001";"0.00";"0";"0.00000000";"0.00";"-1.24";"0.29";"0.00"
"BSOP";"Bsop";"Coin";"11.00000000";"0.00";"0.00000001";"0.00";"0.000000000614";"0.00006743";"0.17";"-4.28";"-14.92";"-47.63"
"EBK";"ebakus";"Coin";"2.41685886";"0.00";"0.00000001";"0.00";"0.000000005245";"0.00057602";"-0.24";"0.81";"7.36";"-0.03"
"KING";"King Swap";"Coin";"3.00000000";"0.00";"0.00000001";"0.00";"0.000000002034";"0.00022338";"0.00";"0.00";"0.00";"0.00"
"STJUNO";"Stride Staked JUNO";"Coin";"0.00826700";"0.00";"0.00000001";"0.00";"0.000001061903";"0.11662081";"0.00";"-5.01";"-7.20";"-21.42"
"TIGER";"Tigerfinance";"Coin";"7.83564803";"0.00";"0.00000001";"0.00";"0.000000000912";"0.00010016";"0.00";"0.00";"0.00";"0.00"
"TOAD";"TOAD.Network";"Coin";"0.00042069";"0.00";"0.00000001";"0.00";"0.000017537319";"1.92599169";"0.12";"-3.73";"-2.81";"-0.03"
"WKEYDAO";"WebKey DAO";"Coin";"0.00010000";"0.00";"0.00000001";"0.00";"0.000107263665";"11.77996063";"0.79";"0.47";"-21.19";"-48.47"
"ACE7";"Fusionist";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000004740461";"0.52060914";"-0.19";"-2.88";"-5.08";"-13.02"
"AERO4";"Aerodrome Finance";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000011762437";"1.29177988";"0.08";"-2.28";"1.00";"44.48"
"AETHWETH";"Aave Ethereum WETH";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.040450997245";"4442.42843141";"0.47";"-2.38";"3.55";"19.08"
"AEVO";"Aevo";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000816779";"0.08970069";"-0.31";"-5.48";"-7.93";"-20.21"
"AI11";"Sleepless AI";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001059659";"0.11637437";"-0.23";"-2.50";"-2.21";"-16.54"
"ALICE";"MyNeighborAlice";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000003248027";"0.35670635";"-0.45";"-5.63";"-5.34";"-18.42"
"ALPACA";"Alpaca Finance";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000158790";"0.01743871";"-0.02";"-1.91";"-9.10";"-51.07"
"ALT8";"Altlayer";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000292479";"0.03212077";"-0.20";"-4.32";"-7.18";"-21.96"
"ANON";"ANON";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000118552";"0.01301967";"0.00";"0.00";"-10.44";"-0.03"
"APE";"APEcoin.dev";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000005178046";"0.56866580";"-0.02";"-2.37";"-8.52";"-11.38"
"APE6";"ApeCoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000005185551";"0.56949002";"0.12";"-2.34";"-8.40";"-11.36"
"ATA";"Automata Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000411136";"0.04515197";"0.11";"-3.70";"-9.89";"-19.51"
"ATS";"Authorship";"Coin (dead)";"1.79622402";"0.00";"0.00000000";"0.00";"0";"0.00000000";"44.08";"0.00";"-8.80";"0.00"
"AURY";"Aurory";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000916391";"0.10064032";"0.64";"1.40";"-2.34";"-8.36"
"AUTO2";"Auto";"Coin";"0.00000002";"0.00";"0.00000000";"0.00";"0.000074216508";"8.15064022";"-0.04";"-2.90";"114.38";"-92.72"
"AVE";"Avaware";"Coin";"10.00000000";"0.00";"0.00000000";"0.00";"0.000000000213";"0.00002339";"0.00";"0.00";"0.00";"0.00"
"AXS";"Axie Infinity";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000020289329";"2.22822423";"-0.02";"-2.60";"-3.19";"-15.39"
"B2X";"B2X";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000034850861";"3.82740764";"1.30";"-0.46";"-49.45";"-0.03"
"BAB";"Bauble";"Coin";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000002885";"0.00031684";"-0.25";"-5.52";"-18.13";"-0.03"
"BABY";"Babytoken";"Coin";"1.06003000";"0.00";"0.00000000";"0.00";"0.000000001866";"0.00020493";"0.00";"0.00";"0.08";"-0.05"
"BAKE";"BakeryToken";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000719185";"0.07898267";"-0.39";"-2.36";"-5.34";"-23.34"
"BANANA6";"Banana Gun";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000188330805";"20.68295418";"-0.71";"-2.53";"-12.25";"-28.62"
"BAND";"Band";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000008122848";"0.89207123";"-0.97";"-7.83";"19.28";"17.67"
"BASED";"Basenji";"Coin";"952.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"0.00"
"BCC";"Basiscoin Cash";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000592638";"0.06508497";"-0.09";"0.14";"0.10";"-0.03"
"BCHABC";"Bitcoin Cash ABC";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.004871722096";"535.02455374";"-1.07";"-8.46";"-2.37";"-9.36"
"BCN";"Bytecoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000188";"0.00002065";"0.02";"-11.57";"-2.19";"8.99"
"BEL";"Bella Protocol";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002174507";"0.23880973";"-0.36";"-1.95";"-7.31";"-20.72"
"BETH3";"Anchor bETH Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.010377325649";"1139.66353477";"0.00";"0.00";"0.00";"-0.03"
"BIT";"First Bitcoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000051029";"0.00560413";"0.51";"8.58";"28.28";"-0.03"
"BLP";"BullPerks";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000006284";"0.00069012";"0.00";"-59.72";"-63.92";"-81.68"
"BLUE9";"Bluefin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000679707";"0.07464710";"-0.71";"-12.50";"-3.77";"-20.79"
"BRM";"Bear-meme";"Coin (dead)";"10.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.19";"-0.92";"-1.18";"-3.45"
"BSV";"Bitcoin SV";"Coin";"0.00001121";"0.00";"0.00000000";"0.00";"0.000236975817";"26.02526955";"-0.27";"-2.75";"-3.11";"-14.03"
"BT";"BT.Finance";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002347189";"0.25777409";"0.00";"0.00";"0.00";"-0.03"
"BTT2";"BitTorrent";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000006025";"0.00066168";"0.16";"-5.03";"-1.23";"-3.76"
"BTT4";"BitTorrent New";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000006";"0.00000066";"-0.14";"-6.98";"-0.73";"0.00"
"BUNNY";"BunnyToken";"Coin";"0.22805347";"0.00";"0.00000000";"0.00";"0.000000000706";"0.00007753";"0.68";"2.02";"12.21";"0.00"
"BWB";"Bit World Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000046489";"0.00510554";"0.00";"0.00";"0.00";"-0.03"
"BZRX";"bZx Protocol";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000455575";"0.05003237";"0.00";"0.00";"0.00";"-0.03"
"C";"Carbon Coin";"Coin (dead)";"11.50045821";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"3.69";"1.75"
"C98";"Coin98";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000440947";"0.04842589";"-0.14";"-2.15";"-6.06";"-19.14"
"CATI";"Catizen on SOL";"Coin (dead)";"0.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"0.00"
"CEC";"Counter Fire";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000015282";"0.00167831";"0.05";"-6.04";"-22.58";"-32.77"
"CELO";"Celo";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002849434";"0.31293188";"-0.14";"-3.41";"-3.19";"-13.99"
"CHF";"Swiss Franc";"Currency";"0.00000000";"0.00";"0.00000000";"0.00";"0.000011304162";"1.24145099";"-0.02";"0.38";"-0.29";"1.26"
"CHI";"Xaya";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000332216";"0.03648478";"0.54";"-1.73";"2.56";"-2.53"
"CURE";"Curecoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000095914";"0.01053351";"0.00";"0.00";"-35.48";"-0.03"
"CYBER";"Cyberconnect";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000018370761";"2.01752235";"1.80";"-6.87";"-9.36";"14.12"
"D";"Denarius";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000393";"0.00004316";"0.00";"0.00";"0.00";"0.00"
"DAI";"Dai";"Coin";"-0.00000001";"0.00";"0.00000000";"0.00";"0.000009113350";"1.00085061";"-0.01";"-0.02";"-0.04";"-0.05"
"DAR";"DAR Open Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000287302";"0.03155222";"-0.51";"-1.87";"-7.37";"-19.21"
"DASH";"Dash";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000199323935";"21.89024687";"0.11";"-1.28";"-1.61";"-5.25"
"DEEPSEEK";"DeepSeek AI Agent";"Coin (dead)";"20.75523500";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"0.00"
"DEX";"DEX";"Coin";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000002338";"0.00025676";"0.05";"2.23";"12.71";"0.00"
"DGB";"DigiByte";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000074924";"0.00822834";"0.00";"-3.49";"-4.40";"-15.13"
"DODO";"DODO";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000399089";"0.04382894";"-0.25";"-1.84";"-3.60";"-9.69"
"DOGS";"Doggy Swap";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000004";"0.00000044";"0.00";"-0.68";"-15.73";"0.00"
"EBST";"eBoost";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000033743";"0.00370574";"0.00";"0.00";"-2.14";"-0.03"
"EDG";"Edgeless";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000019127";"0.00210057";"0.00";"0.00";"0.00";"-0.03"
"EDU3";"Open Campus";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001366854";"0.15011128";"0.74";"13.55";"11.34";"3.39"
"EMC2";"Einsteinium";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000002216";"0.00024337";"0.00";"0.00";"1.89";"0.00"
"EOS";"EOS";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000004366469";"0.47953641";"-0.50";"-2.45";"-3.54";"-17.29"
"EPS2";"Ellipsis";"Coin";"0.00000002";"0.00";"0.00000000";"0.00";"0.000000204634";"0.02247341";"-0.01";"-2.04";"-0.29";"-1.23"
"ERD";"Elrond ERD";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000177229";"0.01946373";"-0.02";"0.01";"-0.93";"-0.03"
"ETHW";"EthereumPoW";"Coin";"0.00000920";"0.00";"0.00000000";"0.00";"0.000014874883";"1.63359639";"-0.12";"-3.47";"1.34";"-7.01"
"EURT";"Tether EURt";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000010479230";"1.15085492";"0.03";"-0.57";"-0.46";"-0.03"
"FTM";"Fantom";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002850000";"0.31299404";"1.41";"-8.35";"2.99";"-6.73"
"GAS";"Gas";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000030619666";"3.36272735";"-0.05";"-9.27";"2.17";"-2.30"
"GNT";"Golem old";"Coin (dead)";"0.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"1.14";"-1.98";"3.73";"18.52"
"GT";"GateToken";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000154505202";"16.96814291";"0.03";"-1.25";"-2.43";"-7.17"
"HFT2";"Hashflow";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000699667";"0.07683916";"-1.75";"-4.41";"-8.70";"-14.56"
"ICX";"ICON";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001144152";"0.12565360";"-0.36";"-1.90";"-3.78";"-15.69"
"INST";"Fluid";"Coin";"0.00000001";"0.00";"0.00000000";"0.00";"0.000054458114";"5.98072459";"-0.28";"-7.81";"-9.07";"0.47"
"IO2";"io.net";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000005182561";"0.56916165";"-0.72";"-4.99";"-9.26";"-23.25"
"JTO";"Jito";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000016093918";"1.76747383";"-0.23";"-4.06";"3.94";"-12.26"
"KCAL2";"Step App";"Coin";"0.00046602";"0.00";"0.00000000";"0.00";"0.000000013133";"0.00144230";"0.27";"-0.24";"-4.86";"-12.42"
"KIBA";"Kiba Inu";"Coin";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000009";"0.00000099";"0.02";"-4.03";"-6.48";"11.11"
"KLAY";"Klaytn";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001271904";"0.13968364";"-0.63";"-2.37";"-7.76";"-17.33"
"KMNO";"Kamino Finance";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000499192";"0.05482250";"-0.38";"-2.58";"-6.68";"-8.68"
"LAZIO";"S.S. Lazio Fan Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000008870259";"0.97415375";"0.03";"-4.93";"-9.86";"2.74"
"LEND";"Aave old";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000004685289";"0.51455001";"-0.04";"0.00";"0.00";"-0.03"
"LIT2";"Litentry";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000004077168";"0.44776466";"0.22";"-3.40";"2.44";"6.83"
"LONG";"LONG COIN";"Coin";"0.07982678";"0.00";"0.00000000";"0.00";"0.000000000005";"0.00000055";"0.00";"0.00";"0.00";"0.00"
"LPT";"Livepeer";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000054550080";"5.99082452";"-0.34";"-3.75";"-4.32";"-16.77"
"LSK";"Lisk";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000003420229";"0.37561800";"-0.22";"-1.79";"-4.99";"-23.26"
"MANTA";"Manta Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001826702";"0.20061293";"-0.40";"-4.29";"-8.01";"-19.69"
"MAV2";"Maverick Protocol";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000553071";"0.06073962";"0.30";"-0.89";"8.53";"14.31"
"MBOX";"MOBOX";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000526276";"0.05779693";"-0.41";"-2.50";"-3.17";"-10.02"
"MCO";"Cryptocom";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000028644262";"3.14578360";"-0.37";"-3.21";"-2.79";"-8.04"
"MEME10";"Memecoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000030136";"0.00330961";"-3.36";"-15.49";"58.66";"71.43"
"MERL";"Merlin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000556401";"0.06110533";"0.12";"-0.91";"-2.41";"-0.03"
"MND";"Mind Music";"Coin (dead)";"0.17378863";"0.00";"0.00000000";"0.00";"0";"0.00000000";"27.59";"0.00";"63.33";"-0.10"
"MONA";"MonaCoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001239473";"0.13612199";"0.29";"-1.79";"-1.57";"-20.05"
"MTO";"Merchant Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000436751";"0.04796507";"0.00";"-4.97";"10.45";"11.79"
"NANO";"Nano old";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000008126652";"0.89248900";"0.87";"-3.44";"-7.10";"-12.74"
